,match_time_bm,away_player,home_player,odds_away_bm,odds_home_bm,spread_away_bm,spread_home_bm,away_decimal_odds_bm,home_decimal_odds_bm,match_time_bto,odds_away_bto,odds_home_bto,spread_away_bto,spread_home_bto,away_decimal_odds_bto,home_decimal_odds_bto,best_away,best_home,cum_prob,log_time
103,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:43:01.855020
104,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:43:43.589349
105,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:43:43.589349
106,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:43:43.589349
107,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:44:21.892702
108,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:44:21.892702
109,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:44:21.892702
110,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:44:47.734430
111,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:44:47.734430
112,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:44:47.734430
113,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:46:58.285045
114,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:46:58.285045
115,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:46:58.285045
116,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:48:19.305722
117,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:48:19.305722
118,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:48:19.305722
119,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:48:39.459966
120,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:48:39.459966
121,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:48:39.459966
122,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:48:57.269254
123,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:48:57.269254
124,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:48:57.269254
125,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:49:22.215393
126,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:49:22.215393
127,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:49:22.215393
128,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:49:44.082356
129,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:49:44.082356
130,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:49:44.082356
131,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:50:05.282888
132,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:50:05.282888
133,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:50:05.282888
134,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:50:30.299112
135,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:50:30.299112
136,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:50:30.299112
137,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:50:54.490813
138,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:50:54.490813
139,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:50:54.490813
140,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:52:27.816205
141,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:52:27.816205
142,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:52:27.816205
143,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:54:35.722908
144,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:54:35.722908
145,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:54:35.722908
146,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:54:55.658920
147,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:54:55.658920
148,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:54:55.658920
149,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:55:21.860276
150,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:55:21.860276
151,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:55:21.860276
152,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:56:05.603265
153,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:56:05.603265
154,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:56:05.603265
155,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:56:26.589133
156,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:56:26.589133
157,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:56:26.589133
158,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:57:13.334049
159,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:57:13.334049
160,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:57:13.334049
161,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:57:36.317508
162,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:57:36.317508
163,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:57:36.317508
164,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:58:19.170528
165,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:58:19.170528
166,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:58:19.170528
167,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:58:46.067814
168,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:58:46.067814
169,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:58:46.067814
170,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 06:59:46.335752
171,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 06:59:46.335752
172,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 06:59:46.335752
173,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:00:03.481004
174,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:00:03.481004
175,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:00:03.481004
176,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:00:52.183400
177,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:00:52.183400
178,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:00:52.183400
179,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:01:57.632889
180,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:01:57.632889
181,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:01:57.632889
182,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:02:17.919166
183,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:02:17.919166
184,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:02:17.919166
185,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:03:08.463327
186,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:03:08.463327
187,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:03:08.463327
188,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:03:32.575271
189,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:03:32.575271
190,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:03:32.575271
191,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:05:05.304259
192,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:05:05.304259
193,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:05:05.304259
194,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:05:29.134555
195,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:05:29.134555
196,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:05:29.134555
197,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:05:46.471236
198,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:05:46.471236
199,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:05:46.471236
200,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:06:05.688783
201,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:06:05.688783
202,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:06:05.688783
203,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:06:48.768755
204,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:06:48.768755
205,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:06:48.768755
206,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:07:34.973595
207,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:07:34.973595
208,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:07:34.973595
209,02/2108:30,Xander Schauffele,Jon Rahm,-102,-122,-0.5+123,+0.5-147,1.9803921568627447,1.819672131147541,01:00 PM,105,-125,-125,-105,2.05,1.8,2.05,1.819672131147541,1.03735442759833,2021-02-21 07:11:33.703380
