,match_time_bm,away_player,home_player,odds_away_bm,odds_home_bm,spread_away_bm,spread_home_bm,away_decimal_odds_bm,home_decimal_odds_bm,match_time_bto,odds_away_bto,odds_home_bto,spread_away_bto,spread_home_bto,away_decimal_odds_bto,home_decimal_odds_bto,best_away,best_home,cum_prob,log_time
210,02/2108:30,Tony Finau,Viktor Hovland,-125,101,-0.5+105,+0.5-129,1.8,2.01,01:00 PM,-120,100,-101,-130,1.8333333333333333,2.0,1.8333333333333333,2.01,1.0429669832654906,2021-02-21 07:11:33.703380
211,02/2108:30,Lanto Griffin,Rickie Fowler,-113,-111,-0.5+117,+0.5-141,1.8849557522123888,1.900900900900901,01:00 PM,-115,-105,104,-135,1.869565217391304,1.9523809523809523,1.8849557522123888,1.9523809523809523,1.042711553876102,2021-02-21 07:11:33.703380
212,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 20:54:08.818644
213,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 20:55:37.745616
214,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 20:57:05.527288
215,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 20:58:39.022339
216,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:00:02.747569
217,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:01:26.101075
218,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:02:48.981611
219,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:04:09.509196
220,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:05:31.072538
221,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:07:19.322639
222,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 21:22:54.125995
223,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:05:15.681400
224,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:08:44.485899
225,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:12:11.175715
226,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:15:37.121485
227,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:19:06.751733
228,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:22:31.440985
229,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:26:10.027148
230,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:29:39.633477
231,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:33:09.791787
232,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:36:43.000912
233,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:40:16.935027
234,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:43:41.841441
235,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:47:10.098229
236,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:50:40.362917
237,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:54:09.900424
238,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 22:57:41.176516
239,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:01:05.696980
240,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:04:38.926838
241,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:08:10.089591
242,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:11:33.411172
243,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:15:05.714062
244,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:18:30.418232
245,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:22:04.792217
246,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:25:31.510146
247,02/2503:06,Patrick Rodgers,Tom Lewis,-139,115,-1.5-105,+1.5-119,1.7194244604316546,2.15,06:11 AM,-125,105,-105,-125,1.8,2.05,1.8,2.15,1.020671834625323,2021-02-24 23:28:57.880680
248,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 04:54:29.764734
249,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 04:54:29.764734
250,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 04:55:40.663088
251,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 04:55:40.663088
252,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 04:56:51.711411
253,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 04:56:51.711411
254,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 04:58:03.125493
255,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 04:58:03.125493
256,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 04:59:13.850854
257,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 04:59:13.850854
258,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:00:25.457174
259,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:00:25.457174
260,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:01:35.892203
261,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:01:35.892203
262,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:02:48.069138
263,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:02:48.069138
264,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:04:00.106047
265,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:04:00.106047
266,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:05:13.668246
267,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:05:13.668246
268,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:06:25.738585
269,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:06:25.738585
270,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-132,101,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:07:36.889530
271,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:07:36.889530
272,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:08:49.415926
273,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:08:49.415926
274,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:10:03.323341
275,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:10:03.323341
276,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:11:15.505578
277,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:11:15.505578
278,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:12:27.006950
279,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:12:27.006950
280,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:13:38.761071
281,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:13:38.761071
282,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:14:50.783765
283,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:14:50.783765
284,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:16:04.392796
285,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:16:04.392796
286,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:17:15.539302
287,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:17:15.539302
288,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:18:27.062482
289,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:18:27.062482
290,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:19:39.542885
291,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:19:39.542885
292,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:19:39.542885
293,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:19:39.542885
294,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:20:52.807655
295,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:20:52.807655
296,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:22:04.212560
297,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:22:04.212560
298,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:23:17.972209
299,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:23:17.972209
300,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:24:30.025540
301,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:24:30.025540
302,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:25:41.517689
303,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:25:41.517689
304,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:26:53.878447
305,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:26:53.878447
306,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:28:05.918881
307,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:28:05.918881
308,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:29:17.522121
309,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:29:17.522121
310,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:31:41.293007
311,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:31:41.293007
312,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:32:53.897963
313,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:32:53.897963
314,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:34:07.909788
315,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:34:07.909788
316,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:35:21.706726
317,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:35:21.706726
318,02/2609:37,Bryson Dechambeau,Patrick Reed,100,-124,+0.5-125,-0.5+101,2.0,1.806451612903225,11:31 AM,-102,-118,-128,-103,1.9803921568627447,1.847457627118644,2.0,1.847457627118644,1.0412844036697249,2021-02-26 05:36:35.612796
319,02/2607:58,Brendon Todd,Erik Van Rooyen,105,-129,+0.5-120,-0.5-104,2.05,1.7751937984496124,12:04 PM,102,-122,-122,-108,2.02,1.819672131147541,2.05,1.819672131147541,1.03735442759833,2021-02-26 05:36:35.612796
