,match_time_bm,away_player,home_player,odds_away_bm,odds_home_bm,spread_away_bm,spread_home_bm,away_decimal_odds_bm,home_decimal_odds_bm,match_time_bto,odds_away_bto,odds_home_bto,spread_away_bto,spread_home_bto,away_decimal_odds_bto,home_decimal_odds_bto,away_decimal_odds_pin,home_decimal_odds_pin,best_book_away,best_away,best_book_home,best_home,cum_prob,cum_prob_spread,best_spread_away,best_spread_home,best_book_away_spread,best_book_home_spread,log_time,tournament_flg
282551,05/1404:35,jordan smith,mikko korhonen,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,2021-05-14T11:35:01Z,-110.0,-120.0,-135.0,104.0,1.9090909090909092,1.8333333333333335,,,BTO,1.9090909090909092,BM,1.900900900900901,1.0498758745204242,,2.1100000000000003,2.04,BM,BTO,2021-05-14 02:23:12.220222,round
282552,,louis de jager,richard mansell,,,,,,,2021-05-14T11:35:01Z,-110.0,-120.0,-135.0,104.0,1.9090909090909092,1.8333333333333335,,,BTO,1.9090909090909092,BTO,1.8333333333333335,1.0692640692640691,,1.7407407407407407,2.04,BTO,BTO,2021-05-14 02:23:12.220222,round
282553,,calum hill,eddie pepperell,,,,,,,2021-05-14T12:30:01Z,-133.0,102.0,-105.0,-125.0,1.7518796992481203,2.02,,,BTO,1.7518796992481203,BTO,2.02,1.0658649555942719,,1.9523809523809523,1.8,BTO,BTO,2021-05-14 02:23:12.220222,round
282554,,robert macintyre,justin harding,,,,,,,2021-05-14T12:30:01Z,-150.0,117.0,-123.0,-107.0,1.6666666666666665,2.17,,,BTO,1.6666666666666665,BTO,2.17,1.0608294930875577,,1.8130081300813008,1.9345794392523366,BTO,BTO,2021-05-14 02:23:12.220222,round
282555,,rod pampling,doug barron,,,,,,,2021-05-14T14:15:01Z,-115.0,-115.0,135.0,-173.0,1.8695652173913042,1.8695652173913042,2.09,1.7518796992481203,PIN,2.09,BTO,1.8695652173913042,1.0133526204517638,,2.35,1.5780346820809248,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282556,,vijay singh,gene sauers,,,,,,,2021-05-14T14:41:01Z,104.0,-135.0,-152.0,118.0,2.04,1.7407407407407407,2.06,1.78125,PIN,2.06,PIN,1.78125,1.0468404019758133,,1.6578947368421053,2.1799999999999997,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282557,,woody austin,darren clarke,,,,,,,2021-05-14T14:20:01Z,121.0,-155.0,-137.0,105.0,2.21,1.6451612903225805,2.15,1.7142857142857144,BTO,2.21,PIN,1.7142857142857144,1.0358220211161386,,1.72992700729927,2.05,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282558,,scott parel,ernie els,,,,,,,2021-05-14T14:20:01Z,-128.0,-103.0,125.0,-160.0,1.78125,1.970873786407767,1.99009900990099,1.8403361344537816,PIN,1.99009900990099,BTO,1.970873786407767,1.0098767247506313,,2.25,1.625,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282559,,thongchai jaidee,kenny perry,,,,,,,2021-05-14T16:05:01Z,-101.0,-130.0,-160.0,125.0,1.99009900990099,1.7692307692307692,1.9523809523809523,1.8695652173913042,BTO,1.99009900990099,PIN,1.8695652173913042,1.0373712831192874,,1.625,2.25,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282560,,robert karlsson,jerry kelly,,,,,,,2021-05-14T14:20:01Z,-115.0,-115.0,135.0,-173.0,1.8695652173913042,1.8695652173913042,1.99009900990099,1.8333333333333335,PIN,1.99009900990099,BTO,1.8695652173913042,1.0373712831192874,,2.35,1.5780346820809248,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282561,,miguel angel jimenez,david toms,,,,,,,2021-05-14T14:31:01Z,-105.0,-125.0,-162.0,126.0,1.9523809523809523,1.8,2.05,1.7874015748031495,PIN,2.05,BTO,1.8,1.043360433604336,,1.617283950617284,2.26,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282562,,bernhard langer,jim furyk,,,,,,,2021-05-14T14:10:01Z,108.0,-140.0,-148.0,115.0,2.08,1.7142857142857144,2.15,1.7142857142857144,PIN,2.15,PIN,1.7142857142857144,1.0484496124031006,,1.6756756756756757,2.15,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282563,,retief goosen,alex cejka,,,,,,,2021-05-14T14:10:01Z,-105.0,-125.0,-162.0,126.0,1.9523809523809523,1.8,2.09,1.7575757575757576,PIN,2.09,BTO,1.8,1.0340244550770867,,1.617283950617284,2.26,BTO,BTO,2021-05-14 02:23:12.220222,tournament
282564,05/1405:23,jon rahm,jordan spieth,-150.0,120.0,-0.5-120,+0.5-110,1.6666666666666665,2.2,,,,,,,,,,BM,1.6666666666666665,BM,2.2,1.0545454545454547,,1.8333333333333335,1.9090909090909092,BM,BM,2021-05-14 02:23:12.220222,round
282565,05/1405:23,daniel berger,matthew fitzpatrick,-104.0,-127.0,-0.5+125,+0.5-157,1.9615384615384617,1.7874015748031495,,,,,,,,,,BM,1.9615384615384617,BM,1.7874015748031495,1.069275287207394,,2.25,1.6369426751592355,BM,BM,2021-05-14 02:23:12.220222,round
282566,05/1405:23,will zalatoris,jason day,-133.0,103.0,-0.5-103,+0.5-127,1.7518796992481203,2.0300000000000002,,,,,,,,,,BM,1.7518796992481203,BM,2.0300000000000002,1.0634262880822005,,1.970873786407767,1.7874015748031495,BM,BM,2021-05-14 02:23:12.220222,round
282567,05/1410:33,sergio garcia,carlos ortiz,-133.0,103.0,-0.5-103,+0.5-127,1.7518796992481203,2.0300000000000002,,,,,,,,,,BM,1.7518796992481203,BM,2.0300000000000002,1.0634262880822005,,1.970873786407767,1.7874015748031495,BM,BM,2021-05-14 02:23:12.220222,round
282568,05/1411:28,luke list,jhonattan vegas,-126.0,-104.0,-0.5+104,+0.5-134,1.7936507936507935,1.9615384615384617,,,,,,,,,,BM,1.7936507936507935,BM,1.9615384615384617,1.067326045462433,,2.04,1.7462686567164178,BM,BM,2021-05-14 02:23:12.220222,round
282569,05/1405:01,wyndham clark,erik van rooyen,-140.0,110.0,-0.5-110,+0.5-120,1.7142857142857144,2.1,,,,,,,,,,BM,1.7142857142857144,BM,2.1,1.0595238095238093,,1.9090909090909092,1.8333333333333335,BM,BM,2021-05-14 02:23:12.220222,round
282570,05/1405:56,charles howell iii,doug ghim,-131.0,101.0,-0.5-101,+0.5-129,1.7633587786259541,2.01,,,,,,,,,,BM,1.7633587786259541,BM,2.01,1.0646120049105123,,1.99009900990099,1.7751937984496124,BM,BM,2021-05-14 02:23:12.220222,round
282571,05/1410:44,marc leishman,keith mitchell,-137.0,106.0,-0.5-106,+0.5-123,1.72992700729927,2.06,,,,,,,,,,BM,1.72992700729927,BM,2.06,1.0634959649338414,,1.9433962264150944,1.8130081300813008,BM,BM,2021-05-14 02:23:12.220222,round
282572,05/1406:07,thomas pieters,john huh,-126.0,-104.0,-0.5+104,+0.5-134,1.7936507936507935,1.9615384615384617,,,,,,,,,,BM,1.7936507936507935,BM,1.9615384615384617,1.067326045462433,,2.04,1.7462686567164178,BM,BM,2021-05-14 02:23:12.220222,round
282573,05/1411:39,scott stallings,bronson burgoon,-122.0,-108.0,-0.5+108,+0.5-138,1.819672131147541,1.925925925925926,,,,,,,,,,BM,1.819672131147541,BM,1.925925925925926,1.0687803187803186,,2.08,1.7246376811594204,BM,BM,2021-05-14 02:23:12.220222,round
282574,05/1410:00,tom lewis,danny lee,-121.0,-109.0,-0.5+109,+0.5-139,1.8264462809917354,1.9174311926605505,,,,,,,,,,BM,1.8264462809917354,BM,1.9174311926605505,1.0690424126956635,,2.09,1.7194244604316546,BM,BM,2021-05-14 02:23:12.220222,round
282575,05/1406:18,joseph bramlett,ryan moore,-127.0,-103.0,-0.5+103,+0.5-133,1.7874015748031495,1.970873786407767,,,,,,,,,,BM,1.7874015748031495,BM,1.970873786407767,1.066860528200343,,2.0300000000000002,1.7518796992481203,BM,BM,2021-05-14 02:23:12.220222,round
282576,05/1404:50,harry higgs,bo hoag,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,,,BM,1.8928571428571428,BM,1.847457627118644,1.0695862904621776,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282577,05/1410:33,bryson dechambeau,brooks koepka,-173.0,137.0,-0.5-137,+0.5+107,1.5780346820809248,2.37,,,,,,,,,,BM,1.5780346820809248,BM,2.37,1.055640561969676,,1.72992700729927,2.0700000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282578,05/1405:23,scottie scheffler,hideki matsuyama,-122.0,-108.0,-0.5+108,+0.5-138,1.819672131147541,1.925925925925926,,,,,,,,,,BM,1.819672131147541,BM,1.925925925925926,1.0687803187803186,,2.08,1.7246376811594204,BM,BM,2021-05-14 02:23:12.220222,round
282579,05/1410:44,sam burns,harris english,-128.0,-102.0,-0.5+102,+0.5-132,1.78125,1.9803921568627452,,,,,,,,,,BM,1.78125,BM,1.9803921568627452,1.0663540038214347,,2.02,1.7575757575757576,BM,BM,2021-05-14 02:23:12.220222,round
282580,05/1411:28,si woo kim,rickie fowler,-127.0,-103.0,-0.5+103,+0.5-133,1.7874015748031495,1.970873786407767,,,,,,,,,,BM,1.7874015748031495,BM,1.970873786407767,1.066860528200343,,2.0300000000000002,1.7518796992481203,BM,BM,2021-05-14 02:23:12.220222,round
282581,05/1410:44,aaron wise,sebastian munoz,-147.0,116.0,-0.5-116,+0.5-114,1.6802721088435373,2.16,,,,,,,,,,BM,1.6802721088435373,BM,2.16,1.0581046633678213,,1.8620689655172413,1.8771929824561404,BM,BM,2021-05-14 02:23:12.220222,round
282582,05/1410:33,ryan palmer,cameron champ,-138.0,108.0,-0.5-108,+0.5-122,1.7246376811594204,2.08,,,,,,,,,,BM,1.7246376811594204,BM,2.08,1.0606011635423398,,1.925925925925926,1.819672131147541,BM,BM,2021-05-14 02:23:12.220222,round
282583,05/1410:11,charl schwartzel,patrick rodgers,-145.0,115.0,-0.5-115,+0.5-115,1.6896551724137931,2.15,,,,,,,,,,BM,1.6896551724137931,BM,2.15,1.056953013763645,,1.8695652173913042,1.8695652173913042,BM,BM,2021-05-14 02:23:12.220222,round
282584,05/1410:22,russell knox,james hahn,-131.0,101.0,-0.5-101,+0.5-129,1.7633587786259541,2.01,,,,,,,,,,BM,1.7633587786259541,BM,2.01,1.0646120049105123,,1.99009900990099,1.7751937984496124,BM,BM,2021-05-14 02:23:12.220222,round
282585,05/1405:01,peter uihlein,kyoung hoon lee,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282586,05/1405:45,pat perez,wesley bryan,-124.0,-106.0,-0.5+106,+0.5-136,1.8064516129032258,1.9433962264150944,,,,,,,,,,BM,1.8064516129032258,BM,1.9433962264150944,1.068134535367545,,2.06,1.7352941176470589,BM,BM,2021-05-14 02:23:12.220222,round
282587,05/1411:17,adam schenk,brandt snedeker,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282588,05/1405:45,martin laird,tyler duncan,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282589,05/1410:55,troy merritt,andrew putnam,-121.0,-109.0,-0.5+109,+0.5-139,1.8264462809917354,1.9174311926605505,,,,,,,,,,BM,1.8264462809917354,BM,1.9174311926605505,1.0690424126956635,,2.09,1.7194244604316546,BM,BM,2021-05-14 02:23:12.220222,round
282590,05/1406:18,vincent whaley,lee westwood,-125.0,-105.0,-0.5+105,+0.5-135,1.8,1.9523809523809523,,,,,,,,,,BM,1.8,BM,1.9523809523809523,1.067750677506775,,2.05,1.7407407407407407,BM,BM,2021-05-14 02:23:12.220222,round
282591,05/1405:40,calum hill,robert macintyre,102.0,-132.0,+0.5-128,-0.5-102,2.02,1.7575757575757576,,,,,,,,,,BM,2.02,BM,1.7575757575757576,1.0640150221918745,,1.78125,1.9803921568627452,BM,BM,2021-05-14 02:23:12.220222,round
282592,05/1405:00,andy sullivan,guido migliozzi,-116.0,-114.0,-0.5+114,+0.5-144,1.8620689655172413,1.8771929824561404,,,,,,,,,,BM,1.8620689655172413,BM,1.8771929824561404,1.0697473174108687,,2.1399999999999997,1.6944444444444444,BM,BM,2021-05-14 02:23:12.220222,round
282593,05/1405:40,richard bland,julien guerrier,-124.0,-106.0,-0.5+106,+0.5-136,1.8064516129032258,1.9433962264150944,,,,,,,,,,BM,1.8064516129032258,BM,1.9433962264150944,1.068134535367545,,2.06,1.7352941176470589,BM,BM,2021-05-14 02:23:12.220222,round
282594,05/1403:45,joel stalter,raphael jacquelin,-132.0,102.0,-0.5-102,+0.5-128,1.7575757575757576,2.02,,,,,,,,,,BM,1.7575757575757576,BM,2.02,1.0640150221918745,,1.9803921568627452,1.78125,BM,BM,2021-05-14 02:23:12.220222,round
282595,05/1403:25,matthias schwab,dean burmester,-136.0,106.0,-0.5-106,+0.5-124,1.7352941176470589,2.06,,,,,,,,,,BM,1.7352941176470589,BM,2.06,1.0617080796445615,,1.9433962264150944,1.8064516129032258,BM,BM,2021-05-14 02:23:12.220222,round
282596,05/1403:15,sam horsfield,adrian meronk,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282597,05/1402:50,alexander levy,ashley chesters,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,1.99009900990099,1.8695652173913042,PIN,1.99009900990099,BM,1.900900900900901,1.0285539128999552,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282598,05/1402:00,ross fisher,jazz janewattananond,-101.0,-129.0,+0.5-131,-0.5+101,1.99009900990099,1.7751937984496124,,,,,,,,,,BM,1.99009900990099,BM,1.7751937984496124,1.065806339481631,,1.7633587786259541,2.01,BM,BM,2021-05-14 02:23:12.220222,round
282599,05/1402:20,ricardo santos,soren kjeldsen,-131.0,101.0,-0.5-101,+0.5-129,1.7633587786259541,2.01,,,,,,,,,,BM,1.7633587786259541,BM,2.01,1.0646120049105123,,1.99009900990099,1.7751937984496124,BM,BM,2021-05-14 02:23:12.220222,round
282600,05/1401:20,adrian otaegui,sami valimaki,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,,,BM,1.8928571428571428,BM,1.847457627118644,1.0695862904621776,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282601,05/1401:30,ashun wu,sebastian garcia rodriguez,-115.0,-115.0,+0.5-145,-0.5+115,1.8695652173913042,1.8695652173913042,,,,,,,,,,BM,1.8695652173913042,BM,1.8695652173913042,1.0697674418604652,,1.6896551724137931,2.15,BM,BM,2021-05-14 02:23:12.220222,round
282602,05/1405:30,justin harding,eddie pepperell,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,1.900900900900901,1.9523809523809523,PIN,1.900900900900901,PIN,1.9523809523809523,1.03826147266212,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282603,05/1405:10,louis de jager,matthieu pavon,-123.0,-107.0,-0.5+107,+0.5-137,1.8130081300813008,1.9345794392523366,,,,,,,,,,BM,1.8130081300813008,BM,1.9345794392523366,1.068477719286844,,2.0700000000000003,1.72992700729927,BM,BM,2021-05-14 02:23:12.220222,round
282604,05/1404:05,danny willett,adri arnaus,-117.0,-113.0,-0.5+113,+0.5-143,1.8547008547008548,1.8849557522123894,,,,,,,,,,BM,1.8547008547008548,BM,1.8849557522123894,1.0696869388373251,,2.13,1.6993006993006992,BM,BM,2021-05-14 02:23:12.220222,round
282605,05/1404:15,paul dunne,chris wood,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282606,05/1403:35,laurie canter,joachim b. hansen,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282607,05/1403:15,jeff winther,clement sordet,-143.0,113.0,-0.5-113,+0.5-117,1.6993006993006992,2.13,,,,,,,,,,BM,1.6993006993006992,BM,2.13,1.0579609343302616,,1.8849557522123894,1.8547008547008548,BM,BM,2021-05-14 02:23:12.220222,round
282608,05/1403:05,james morrison,minwoo lee,-117.0,-113.0,-0.5+113,+0.5-143,1.8547008547008548,1.8849557522123894,,,,,,,,,,BM,1.8547008547008548,BM,1.8849557522123894,1.0696869388373251,,2.13,1.6993006993006992,BM,BM,2021-05-14 02:23:12.220222,round
282609,05/1402:40,tapio pulkkanen,julian suri,-112.0,-118.0,+0.5-142,-0.5+112,1.8928571428571428,1.847457627118644,,,,,,,,2.0300000000000002,1.8333333333333335,PIN,2.0300000000000002,BM,1.847457627118644,1.0338952411081483,,1.704225352112676,2.12,BM,BM,2021-05-14 02:23:12.220222,round
282610,05/1402:00,edoardo molinari,renato paratore,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,,,BM,1.847457627118644,BM,1.8928571428571428,1.0695862904621776,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282611,05/1401:40,aaron cockerill,garrick porteous,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,,,BM,1.847457627118644,BM,1.8928571428571428,1.0695862904621776,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282612,05/1401:05,darius van driel,chris paisley,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282613,05/1400:55,cormac sharvin,shubhankar sharma,-117.0,-113.0,-0.5+113,+0.5-143,1.8547008547008548,1.8849557522123894,,,,,,,,,,BM,1.8547008547008548,BM,1.8849557522123894,1.0696869388373251,,2.13,1.6993006993006992,BM,BM,2021-05-14 02:23:12.220222,round
282614,05/1405:23,jordan spieth,jon rahm,120.0,-150.0,+0.5-110,-0.5-120,2.2,1.6666666666666665,,,,,,,,,,BM,2.2,BM,1.6666666666666665,1.0545454545454547,,1.9090909090909092,1.8333333333333335,BM,BM,2021-05-14 02:23:12.220222,round
282615,05/1405:23,matthew fitzpatrick,daniel berger,-127.0,-104.0,+0.5-157,-0.5+125,1.7874015748031495,1.9615384615384617,,,,,,,,,,BM,1.7874015748031495,BM,1.9615384615384617,1.069275287207394,,1.6369426751592355,2.25,BM,BM,2021-05-14 02:23:12.220222,round
282616,05/1405:23,jason day,will zalatoris,103.0,-133.0,+0.5-127,-0.5-103,2.0300000000000002,1.7518796992481203,,,,,,,,,,BM,2.0300000000000002,BM,1.7518796992481203,1.0634262880822005,,1.7874015748031495,1.970873786407767,BM,BM,2021-05-14 02:23:12.220222,round
282617,05/1410:33,carlos ortiz,sergio garcia,103.0,-133.0,+0.5-127,-0.5-103,2.0300000000000002,1.7518796992481203,,,,,,,,,,BM,2.0300000000000002,BM,1.7518796992481203,1.0634262880822005,,1.7874015748031495,1.970873786407767,BM,BM,2021-05-14 02:23:12.220222,round
282618,05/1411:28,jhonattan vegas,luke list,-104.0,-126.0,+0.5-134,-0.5+104,1.9615384615384617,1.7936507936507935,,,,,,,,,,BM,1.9615384615384617,BM,1.7936507936507935,1.067326045462433,,1.7462686567164178,2.04,BM,BM,2021-05-14 02:23:12.220222,round
282619,05/1405:01,erik van rooyen,wyndham clark,110.0,-140.0,+0.5-120,-0.5-110,2.1,1.7142857142857144,,,,,,,,,,BM,2.1,BM,1.7142857142857144,1.0595238095238093,,1.8333333333333335,1.9090909090909092,BM,BM,2021-05-14 02:23:12.220222,round
282620,05/1405:56,doug ghim,charles howell iii,101.0,-131.0,+0.5-129,-0.5-101,2.01,1.7633587786259541,,,,,,,,,,BM,2.01,BM,1.7633587786259541,1.0646120049105123,,1.7751937984496124,1.99009900990099,BM,BM,2021-05-14 02:23:12.220222,round
282621,05/1410:44,keith mitchell,marc leishman,106.0,-137.0,+0.5-123,-0.5-106,2.06,1.72992700729927,,,,,,,,,,BM,2.06,BM,1.72992700729927,1.0634959649338414,,1.8130081300813008,1.9433962264150944,BM,BM,2021-05-14 02:23:12.220222,round
282622,05/1406:07,john huh,thomas pieters,-104.0,-126.0,+0.5-134,-0.5+104,1.9615384615384617,1.7936507936507935,,,,,,,,,,BM,1.9615384615384617,BM,1.7936507936507935,1.067326045462433,,1.7462686567164178,2.04,BM,BM,2021-05-14 02:23:12.220222,round
282623,05/1411:39,bronson burgoon,scott stallings,-108.0,-122.0,+0.5-138,-0.5+108,1.925925925925926,1.819672131147541,,,,,,,,,,BM,1.925925925925926,BM,1.819672131147541,1.0687803187803186,,1.7246376811594204,2.08,BM,BM,2021-05-14 02:23:12.220222,round
282624,05/1410:00,danny lee,tom lewis,-109.0,-121.0,+0.5-139,-0.5+109,1.9174311926605505,1.8264462809917354,,,,,,,,,,BM,1.9174311926605505,BM,1.8264462809917354,1.0690424126956635,,1.7194244604316546,2.09,BM,BM,2021-05-14 02:23:12.220222,round
282625,05/1406:18,ryan moore,joseph bramlett,-103.0,-127.0,+0.5-133,-0.5+103,1.970873786407767,1.7874015748031495,,,,,,,,,,BM,1.970873786407767,BM,1.7874015748031495,1.066860528200343,,1.7518796992481203,2.0300000000000002,BM,BM,2021-05-14 02:23:12.220222,round
282626,05/1404:50,bo hoag,harry higgs,-118.0,-112.0,-0.5+112,+0.5-142,1.847457627118644,1.8928571428571428,,,,,,,,,,BM,1.847457627118644,BM,1.8928571428571428,1.0695862904621776,,2.12,1.704225352112676,BM,BM,2021-05-14 02:23:12.220222,round
282627,05/1410:33,brooks koepka,bryson dechambeau,137.0,-173.0,+0.5+107,-0.5-137,2.37,1.5780346820809248,,,,,,,,,,BM,2.37,BM,1.5780346820809248,1.055640561969676,,2.0700000000000003,1.72992700729927,BM,BM,2021-05-14 02:23:12.220222,round
282628,05/1405:23,hideki matsuyama,scottie scheffler,-108.0,-122.0,+0.5-138,-0.5+108,1.925925925925926,1.819672131147541,,,,,,,,,,BM,1.925925925925926,BM,1.819672131147541,1.0687803187803186,,1.7246376811594204,2.08,BM,BM,2021-05-14 02:23:12.220222,round
282629,05/1410:44,harris english,sam burns,-102.0,-128.0,+0.5-132,-0.5+102,1.9803921568627452,1.78125,,,,,,,,,,BM,1.9803921568627452,BM,1.78125,1.0663540038214347,,1.7575757575757576,2.02,BM,BM,2021-05-14 02:23:12.220222,round
282630,05/1411:28,rickie fowler,si woo kim,-103.0,-127.0,+0.5-133,-0.5+103,1.970873786407767,1.7874015748031495,,,,,,,,,,BM,1.970873786407767,BM,1.7874015748031495,1.066860528200343,,1.7518796992481203,2.0300000000000002,BM,BM,2021-05-14 02:23:12.220222,round
282631,05/1410:44,sebastian munoz,aaron wise,116.0,-147.0,+0.5-114,-0.5-116,2.16,1.6802721088435373,,,,,,,,,,BM,2.16,BM,1.6802721088435373,1.0581046633678213,,1.8771929824561404,1.8620689655172413,BM,BM,2021-05-14 02:23:12.220222,round
282632,05/1410:33,cameron champ,ryan palmer,108.0,-138.0,+0.5-122,-0.5-108,2.08,1.7246376811594204,,,,,,,,,,BM,2.08,BM,1.7246376811594204,1.0606011635423398,,1.819672131147541,1.925925925925926,BM,BM,2021-05-14 02:23:12.220222,round
282633,05/1410:11,patrick rodgers,charl schwartzel,115.0,-145.0,+0.5-115,-0.5-115,2.15,1.6896551724137931,,,,,,,,,,BM,2.15,BM,1.6896551724137931,1.056953013763645,,1.8695652173913042,1.8695652173913042,BM,BM,2021-05-14 02:23:12.220222,round
282634,05/1410:22,james hahn,russell knox,101.0,-131.0,+0.5-129,-0.5-101,2.01,1.7633587786259541,,,,,,,,,,BM,2.01,BM,1.7633587786259541,1.0646120049105123,,1.7751937984496124,1.99009900990099,BM,BM,2021-05-14 02:23:12.220222,round
282635,05/1405:01,kyoung hoon lee,peter uihlein,-119.0,-111.0,-0.5+111,+0.5-141,1.8403361344537816,1.900900900900901,,,,,,,,,,BM,1.8403361344537816,BM,1.900900900900901,1.0694453461446902,,2.1100000000000003,1.7092198581560285,BM,BM,2021-05-14 02:23:12.220222,round
282636,05/1405:45,wesley bryan,pat perez,-106.0,-124.0,+0.5-136,-0.5+106,1.9433962264150944,1.8064516129032258,,,,,,,,,,BM,1.9433962264150944,BM,1.8064516129032258,1.068134535367545,,1.7352941176470589,2.06,BM,BM,2021-05-14 02:23:12.220222,round
282637,05/1411:17,brandt snedeker,adam schenk,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282638,05/1405:45,tyler duncan,martin laird,-111.0,-119.0,+0.5-141,-0.5+111,1.900900900900901,1.8403361344537816,,,,,,,,,,BM,1.900900900900901,BM,1.8403361344537816,1.0694453461446902,,1.7092198581560285,2.1100000000000003,BM,BM,2021-05-14 02:23:12.220222,round
282639,05/1410:55,andrew putnam,troy merritt,-109.0,-121.0,+0.5-139,-0.5+109,1.9174311926605505,1.8264462809917354,,,,,,,,,,BM,1.9174311926605505,BM,1.8264462809917354,1.0690424126956635,,1.7194244604316546,2.09,BM,BM,2021-05-14 02:23:12.220222,round
282640,05/1406:18,lee westwood,vincent whaley,-105.0,-125.0,+0.5-135,-0.5+105,1.9523809523809523,1.8,,,,,,,,,,BM,1.9523809523809523,BM,1.8,1.067750677506775,,1.7407407407407407,2.05,BM,BM,2021-05-14 02:23:12.220222,round
282641,05/1405:40,robert macintyre,calum hill,-132.0,102.0,-0.5-102,+0.5-128,1.7575757575757576,2.02,,,,,,,,,,BM,1.7575757575757576,BM,2.02,1.0640150221918745,,1.9803921568627452,1.78125,BM,BM,2021-05-14 02:23:12.220222,round
282642,05/1405:00,guido migliozzi,andy sullivan,-114.0,-116.0,+0.5-144,-0.5+114,1.8771929824561404,1.8620689655172413,,,,,,,,,,BM,1.8771929824561404,BM,1.8620689655172413,1.0697473174108687,,1.6944444444444444,2.1399999999999997,BM,BM,2021-05-14 02:23:12.220222,round
282643,05/1405:40,julien guerrier,richard bland,-106.0,-124.0,+0.5-136,-0.5+106,1.9433962264150944,1.8064516129032258,,,,,,,,,,BM,1.9433962264150944,BM,1.8064516129032258,1.068134535367545,,1.7352941176470589,2.06,BM,BM,2021-05-14 02:23:12.220222,round
282644,05/1403:45,raphael jacquelin,joel stalter,102.0,-132.0,+0.5-128,-0.5-102,2.02,1.7575757575757576,,,,,,,,,,BM,2.02,BM,1.7575757575757576,1.0640150221918745,,1.78125,1.9803921568627452,BM,BM,2021-05-14 02:23:12.220222,round
