,sport_x,league_x,sportsbook_x,startdate_x,awayteam,hometeam,description_x,islive_x,home_decimal_odds_x,away_decimal_odds_x,sport_y,league_y,sportsbook_y,startdate_y,description_y,islive_y,home_decimal_odds_y,away_decimal_odds_y,sport,league,sportsbook,startdate,description,islive,home_decimal_odds,away_decimal_odds,best_away,best_home,cum_prob,log_time,best_book_home,best_book_away
651587,,,,,serghei spivac,aleksei oleinik,serghei spivac vs aleksei oleinik,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-20T01:15:00Z,Serghei Spivac vs Aleksei Oleinik,0,2.85,1.4545454545454546,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Aleksei Oleinik vs Serghei Spivac,0,2.76,1.4444444444444444,1.4545454545454546,2.85,1.0383771929824561,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651588,,,,,khaos williams,matthew semelsberger,khaos williams vs matthew semelsberger,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Khaos Williams vs Matthew Semelsberger,0,2.45,1.5917159763313609,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Matthew Semelsberger vs Khaos Williams,0,2.35,1.5882352941176472,1.5917159763313609,2.45,1.0364160534102116,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651589,,,,,lara procopio,casey o'neill,lara procopio vs casey o'neill,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Lara Procopio vs Casey O'Neill,0,2.0,1.8695652173913042,,,,,,,,,1.8695652173913042,2.0,1.0348837209302326,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651590,,,,,seungwoo choi,julian erosa,seungwoo choi vs julian erosa,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Seungwoo Choi vs Julian Erosa,0,2.3,1.6666666666666665,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Julian Erosa vs Seungwoo Choi,0,2.25,1.6369426751592355,1.6666666666666665,2.3,1.0347826086956524,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651591,,,,,rodrigo nascimento,alan baudot,rodrigo nascimento vs alan baudot,,,,Mixed Martial Arts,UFC,Pinnacle,2021-07-17T22:00:00Z,Rodrigo Nascimento vs Alan Baudot,0,3.75,1.2890173410404624,,,,,,,,,1.2890173410404624,3.75,1.0424514200298953,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651592,,,,,ovince saint preux,maxim grishin,ovince saint preux vs maxim grishin,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-26T22:15:00Z,Ovince Saint Preux vs Maxim Grishin,0,1.9523809523809523,1.9174311926605505,Mixed Martial Arts,UFC,BookMaker,2021-06-26T22:00:00Z,Maxim Grishin vs Ovince Saint Preux,0,1.8695652173913042,1.8695652173913042,1.9174311926605505,1.9523809523809523,1.0337262224296884,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651593,,,,,tagir ulanbekov,tyson nam,tagir ulanbekov vs tyson nam,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T19:00:00Z,Tagir Ulanbekov vs Tyson Nam,0,,,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Tyson Nam vs Tagir Ulanbekov,0,3.31,1.3278688524590163,1.3278688524590163,3.31,1.055201223378464,2021-06-11 05:30:15.983200,BookMaker,BookMaker
651594,,,,,aleksei oleinik,serghei spivac,aleksei oleinik vs serghei spivac,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-20T01:15:00Z,Serghei Spivac vs Aleksei Oleinik,0,1.4545454545454546,2.85,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Aleksei Oleinik vs Serghei Spivac,0,1.4444444444444444,2.76,2.85,1.4545454545454546,1.0383771929824561,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651595,,,,,matthew semelsberger,khaos williams,matthew semelsberger vs khaos williams,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Khaos Williams vs Matthew Semelsberger,0,1.5917159763313609,2.45,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Matthew Semelsberger vs Khaos Williams,0,1.5882352941176472,2.35,2.45,1.5917159763313609,1.0364160534102116,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651596,,,,,casey o'neill,lara procopio,casey o'neill vs lara procopio,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Lara Procopio vs Casey O'Neill,0,1.8695652173913042,2.0,,,,,,,,,2.0,1.8695652173913042,1.0348837209302326,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651597,,,,,julian erosa,seungwoo choi,julian erosa vs seungwoo choi,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T20:00:00Z,Seungwoo Choi vs Julian Erosa,0,1.6666666666666665,2.3,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Julian Erosa vs Seungwoo Choi,0,1.6369426751592355,2.25,2.3,1.6666666666666665,1.0347826086956524,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651598,,,,,alan baudot,rodrigo nascimento,alan baudot vs rodrigo nascimento,,,,Mixed Martial Arts,UFC,Pinnacle,2021-07-17T22:00:00Z,Rodrigo Nascimento vs Alan Baudot,0,1.2890173410404624,3.75,,,,,,,,,3.75,1.2890173410404624,1.0424514200298953,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651599,,,,,maxim grishin,ovince saint preux,maxim grishin vs ovince saint preux,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-26T22:15:00Z,Ovince Saint Preux vs Maxim Grishin,0,1.9174311926605505,1.9523809523809523,Mixed Martial Arts,UFC,BookMaker,2021-06-26T22:00:00Z,Maxim Grishin vs Ovince Saint Preux,0,1.8695652173913042,1.8695652173913042,1.9523809523809523,1.9174311926605505,1.0337262224296884,2021-06-11 05:30:15.983200,Pinnacle,Pinnacle
651600,,,,,tyson nam,tagir ulanbekov,tyson nam vs tagir ulanbekov,,,,Mixed Martial Arts,UFC,Pinnacle,2021-06-19T19:00:00Z,Tagir Ulanbekov vs Tyson Nam,0,,,Mixed Martial Arts,UFC,BookMaker,2021-06-19T22:00:00Z,Tyson Nam vs Tagir Ulanbekov,0,1.3278688524590163,3.31,3.31,1.3278688524590163,1.055201223378464,2021-06-11 05:30:15.983200,BookMaker,BookMaker
